t,thrust,mass
3.163,3.70132,0.00414
3.164,3.70172,0.00414
3.165,3.70211,0.00414
3.166,3.7025,0.00413
3.167,3.7029,0.00412
3.168,3.70329,0.00412
3.169,3.70368,0.00412
3.17,3.70408,0.00412
3.171,3.70447,0.00411
3.172,3.70486,0.00411
3.173,3.70526,0.0041
3.174,3.70565,0.0041
3.175,3.70604,0.00409
3.176,3.70643,0.00409
3.177,3.70682,0.00408
3.178,3.70722,0.00408
3.179,3.70761,0.00407
3.18,3.708,0.00407
3.181,3.70839,0.00407
3.182,3.70878,0.00407
3.183,3.70917,0.00406
3.184,3.70956,0.00406
3.185,3.70996,0.00406
3.186,3.71035,0.00405
3.187,3.71074,0.00404
3.188,3.71113,0.00404
3.189,3.71152,0.00404
3.19,3.71191,0.00403
3.191,3.7123,0.00402
3.192,3.71269,0.00402
3.193,3.71308,0.00402
3.194,3.71347,0.00402
3.195,3.71386,0.00401
3.196,3.71425,0.00401
3.197,3.71464,0.004
3.198,3.71503,0.004
3.199,3.71542,0.00399
3.2,3.71581,0.00399
3.201,3.7162,0.00398
3.202,3.71659,0.00398
3.203,3.71698,0.00398
3.204,3.71737,0.00397
3.205,3.71776,0.00397
3.206,3.71814,0.00397
3.207,3.71853,0.00396
3.208,3.71892,0.00396
3.209,3.71931,0.00396
3.21,3.7197,0.00395
3.211,3.72009,0.00395
3.212,3.72048,0.00394
3.213,3.72086,0.00394
3.214,3.72125,0.00393
3.215,3.72164,0.00393
3.216,3.72202,0.00392
3.217,3.72241,0.00392
3.218,3.7228,0.00392
3.219,3.72319,0.00391
3.22,3.72358,0.00391
3.221,3.72396,0.00391
3.222,3.72435,0.0039
3.223,3.72474,0.0039
3.224,3.72512,0.00389
3.225,3.72551,0.00389
3.226,3.7259,0.00388
3.227,3.72628,0.00388
3.228,3.72667,0.00387
3.229,3.72705,0.00387
3.23,3.72744,0.00387
3.231,3.72783,0.00386
3.232,3.72821,0.00386
3.233,3.7286,0.00386
3.234,3.72898,0.00385
3.235,3.72937,0.00385
3.236,3.72976,0.00384
3.237,3.73014,0.00384
3.238,3.73052,0.00383
3.239,3.73091,0.00383
3.24,3.7313,0.00382
3.241,3.73168,0.00382
3.242,3.73206,0.00382
3.243,3.73245,0.00381
3.244,3.73283,0.00381
3.245,3.73322,0.00381
3.246,3.7336,0.0038
3.247,3.73398,0.0038
3.248,3.73437,0.00379
3.249,3.73475,0.00378
3.25,3.73513,0.00378
3.251,3.73552,0.00377
3.252,3.7359,0.00377
3.253,3.73629,0.00377
3.254,3.73667,0.00376
3.255,3.73705,0.00376
3.256,3.73744,0.00376
3.257,3.73782,0.00375
3.258,3.7382,0.00375
3.259,3.73858,0.00374
3.26,3.73897,0.00374
3.261,3.73935,0.00373
3.262,3.73973,0.00373
3.263,3.74011,0.00372
3.264,3.7405,0.00372
3.265,3.74088,0.00372
3.266,3.74126,0.00371
3.267,3.74164,0.00371
3.268,3.74202,0.00371
3.269,3.7424,0.0037
3.27,3.74278,0.0037
3.271,3.74317,0.00369
3.272,3.74355,0.00369
3.273,3.74393,0.00368
3.274,3.74431,0.00368
3.275,3.74469,0.00367
3.276,3.74507,0.00367
3.277,3.74545,0.00367
3.278,3.74583,0.00366
3.279,3.74621,0.00366
3.28,3.7466,0.00366
3.281,3.74697,0.00365
3.282,3.74735,0.00365
3.283,3.74773,0.00364
3.284,3.74811,0.00364
3.285,3.74849,0.00363
3.286,3.74887,0.00363
3.287,3.74925,0.00362
3.288,3.74963,0.00362
3.289,3.75001,0.00362
3.29,3.75039,0.00361
3.291,3.75077,0.00361
3.292,3.75115,0.00361
3.293,3.75153,0.0036
3.294,3.7519,0.0036
3.295,3.75228,0.00359
3.296,3.75266,0.00359
3.297,3.75304,0.00358
3.298,3.75342,0.00358
3.299,3.7538,0.00357
3.3,3.75418,0.00357
3.301,3.75455,0.00357
3.302,3.75493,0.00356
3.303,3.75531,0.00356
3.304,3.75569,0.00356
3.305,3.75606,0.00355
3.306,3.75644,0.00355
3.307,3.75682,0.00354
3.308,3.7572,0.00354
3.309,3.75757,0.00353
3.31,3.75795,0.00353
3.311,3.75833,0.00352
3.312,3.7587,0.00352
3.313,3.75908,0.00352
3.314,3.75946,0.00351
3.315,3.75983,0.00351
3.316,3.76021,0.00351
3.317,3.76058,0.0035
3.318,3.76096,0.0035
3.319,3.76134,0.00349
3.32,3.76171,0.00349
3.321,3.76209,0.00348
3.322,3.76246,0.00348
3.323,3.76284,0.00347
3.324,3.76321,0.00347
3.325,3.76359,0.00347
3.326,3.76396,0.00346
3.327,3.76434,0.00346
3.328,3.76471,0.00346
3.329,3.76509,0.00345
3.33,3.76546,0.00345
3.331,3.76584,0.00344
3.332,3.76621,0.00344
3.333,3.76659,0.00343
3.334,3.76696,0.00343
3.335,3.76733,0.00342
3.336,3.76771,0.00342
3.337,3.76808,0.00341
3.338,3.76846,0.00341
3.339,3.76883,0.0034
3.34,3.7692,0.0034
3.341,3.76958,0.0034
3.342,3.76995,0.00339
3.343,3.77032,0.00339
3.344,3.7707,0.00339
3.345,3.77107,0.00338
3.346,3.77144,0.00338
3.347,3.77181,0.00337
3.348,3.77219,0.00337
3.349,3.77256,0.00336
3.35,3.77293,0.00336
3.351,3.7733,0.00335
3.352,3.77368,0.00335
3.353,3.77405,0.00335
3.354,3.77442,0.00334
3.355,3.77479,0.00334
3.356,3.77516,0.00334
3.357,3.77553,0.00333
3.358,3.77591,0.00333
3.359,3.77628,0.00332
3.36,3.77665,0.00332
3.361,3.77702,0.00331
3.362,3.77739,0.00331
3.363,3.77776,0.0033
3.364,3.77813,0.0033
3.365,3.7785,0.0033
3.366,3.77887,0.00329
3.367,3.77924,0.00329
3.368,3.77962,0.00329
3.369,3.77999,0.00328
3.37,3.78036,0.00328
3.371,3.78073,0.00327
3.372,3.7811,0.00327
3.373,3.78146,0.00326
3.374,3.78183,0.00326
3.375,3.7822,0.00325
3.376,3.78257,0.00325
3.377,3.78294,0.00325
3.378,3.78331,0.00324
3.379,3.78368,0.00324
3.38,3.78405,0.00324
3.381,3.78442,0.00323
3.382,3.78479,0.00323
3.383,3.78516,0.00322
3.384,3.78552,0.00322
3.385,3.78589,0.00321
3.386,3.78626,0.00321
3.387,3.78663,0.0032
3.388,3.787,0.0032
3.389,3.78737,0.0032
3.39,3.78773,0.00319
3.391,3.7881,0.00319
3.392,3.78847,0.00319
3.393,3.78884,0.00318
3.394,3.7892,0.00318
3.395,3.78957,0.00317
3.396,3.78994,0.00317
3.397,3.79031,0.00316
3.398,3.79067,0.00316
3.399,3.79104,0.00315
3.4,3.79141,0.00315
3.401,3.79177,0.00315
3.402,3.79214,0.00314
3.403,3.79251,0.00314
3.404,3.79287,0.00314
3.405,3.79324,0.00313
3.406,3.79361,0.00313
3.407,3.79397,0.00312
3.408,3.79434,0.00312
3.409,3.7947,0.00311
3.41,3.79507,0.00311
3.411,3.79543,0.0031
3.412,3.7958,0.0031
3.413,3.79616,0.0031
3.414,3.79653,0.00309
3.415,3.79689,0.00309
3.416,3.79726,0.00309
3.417,3.79762,0.00308
3.418,3.79799,0.00308
3.419,3.79835,0.00307
3.42,3.79872,0.00307
3.421,3.79908,0.00306
3.422,3.79945,0.00306
3.423,3.79981,0.00305
3.424,3.80018,0.00305
3.425,3.80054,0.00304
3.426,3.8009,0.00304
3.427,3.80127,0.00303
3.428,3.80163,0.00303
3.429,3.80199,0.00303
3.43,3.80236,0.00302
3.431,3.80272,0.00302
3.432,3.80308,0.00302
3.433,3.80345,0.00301
3.434,3.80381,0.00301
3.435,3.80417,0.003
3.436,3.80454,0.003
3.437,3.8049,0.00299
3.438,3.80526,0.00299
3.439,3.80562,0.00298
3.44,3.80598,0.00298
3.441,3.80635,0.00298
3.442,3.80671,0.00297
3.443,3.80707,0.00297
3.444,3.80743,0.00297
3.445,3.80779,0.00296
3.446,3.80816,0.00296
3.447,3.80852,0.00295
3.448,3.80888,0.00295
3.449,3.80924,0.00294
3.45,3.8096,0.00294
3.451,3.80996,0.00293
3.452,3.81032,0.00293
3.453,3.81069,0.00293
3.454,3.81105,0.00292
3.455,3.81141,0.00292
3.456,3.81177,0.00292
3.457,3.81213,0.00292
3.458,3.81249,0.00291
3.459,3.81285,0.0029
3.46,3.81321,0.0029
3.461,3.81357,0.0029
3.462,3.81393,0.00289
3.463,3.81429,0.00288
3.464,3.81465,0.00288
3.465,3.81501,0.00288
3.466,3.81537,0.00287
3.467,3.81573,0.00287
3.468,3.81608,0.00287
3.469,3.81644,0.00287
3.47,3.8168,0.00286
3.471,3.81716,0.00285
3.472,3.81752,0.00285
3.473,3.81788,0.00285
3.474,3.81824,0.00284
3.475,3.8186,0.00283
3.476,3.81896,0.00283
3.477,3.81931,0.00283
3.478,3.81967,0.00282
3.479,3.82003,0.00281
3.48,3.82039,0.00281
3.481,3.82074,0.00281
3.482,3.8211,0.0028
3.483,3.82146,0.0028
3.484,3.82182,0.0028
3.485,3.82217,0.0028
3.486,3.82253,0.00279
3.487,3.82289,0.00278
3.488,3.82325,0.00278
3.489,3.8236,0.00278
3.49,3.82396,0.00277
3.491,3.82432,0.00276
3.492,3.82467,0.00276
3.493,3.82503,0.00276
3.494,3.82538,0.00275
3.495,3.82574,0.00275
3.496,3.8261,0.00275
3.497,3.82645,0.00275
3.498,3.82681,0.00274
3.499,3.82717,0.00273
3.5,3.82752,0.00273
3.501,3.82788,0.00273
3.502,3.82823,0.00272
3.503,3.82859,0.00271
3.504,3.82894,0.00271
3.505,3.8293,0.00271
3.506,3.82965,0.0027
3.507,3.83001,0.0027
3.508,3.83036,0.0027
3.509,3.83072,0.0027
3.51,3.83107,0.00269
3.511,3.83143,0.00268
3.512,3.83178,0.00268
3.513,3.83214,0.00268
3.514,3.83249,0.00267
3.515,3.83284,0.00266
3.516,3.8332,0.00266
3.517,3.83355,0.00266
3.518,3.8339,0.00265
3.519,3.83426,0.00264
3.52,3.83461,0.00264
3.521,3.83497,0.00264
3.522,3.83532,0.00263
3.523,3.83567,0.00263
3.524,3.83602,0.00263
3.525,3.83638,0.00263
3.526,3.83673,0.00262
3.527,3.83708,0.00261
3.528,3.83744,0.00261
3.529,3.83779,0.00261
3.53,3.83814,0.0026
3.531,3.83849,0.00259
3.532,3.83884,0.00259
3.533,3.8392,0.00259
3.534,3.83955,0.00258
3.535,3.8399,0.00258
3.536,3.84026,0.00258
3.537,3.84061,0.00258
3.538,3.84096,0.00257
3.539,3.84131,0.00256
3.54,3.84166,0.00256
3.541,3.84201,0.00256
3.542,3.84236,0.00255
3.543,3.84271,0.00254
3.544,3.84306,0.00254
3.545,3.84342,0.00254
3.546,3.84377,0.00253
3.547,3.84412,0.00253
3.548,3.84447,0.00253
3.549,3.84482,0.00253
3.55,3.84517,0.00252
3.551,3.84552,0.00251
3.552,3.84587,0.00251
3.553,3.84622,0.00251
3.554,3.84657,0.0025
3.555,3.84692,0.00249
3.556,3.84726,0.00249
3.557,3.84761,0.00249
3.558,3.84796,0.00248
3.559,3.84831,0.00247
3.56,3.84866,0.00247
3.561,3.84901,0.00247
3.562,3.84936,0.00246
3.563,3.84971,0.00246
3.564,3.85006,0.00246
3.565,3.85041,0.00246
3.566,3.85076,0.00245
3.567,3.8511,0.00244
3.568,3.85145,0.00244
3.569,3.8518,0.00244
3.57,3.85215,0.00243
3.571,3.8525,0.00242
3.572,3.85284,0.00242
3.573,3.85319,0.00242
3.574,3.85354,0.00241
3.575,3.85389,0.00241
3.576,3.85424,0.00241
3.577,3.85458,0.00241
3.578,3.85493,0.0024
3.579,3.85528,0.00239
3.58,3.85562,0.00239
3.581,3.85597,0.00239
3.582,3.85632,0.00238
3.583,3.85666,0.00237
3.584,3.85701,0.00237
3.585,3.85736,0.00237
3.586,3.8577,0.00236
3.587,3.85805,0.00235
3.588,3.8584,0.00235
3.589,3.85874,0.00235
3.59,3.85909,0.00235
3.591,3.85943,0.00234
3.592,3.85978,0.00234
3.593,3.86012,0.00234
3.594,3.86047,0.00233
3.595,3.86081,0.00232
3.596,3.86116,0.00232
3.597,3.8615,0.00232
3.598,3.86185,0.00231
3.599,3.8622,0.0023
3.6,3.86254,0.0023
3.601,3.86288,0.0023
3.602,3.86323,0.0023
3.603,3.86357,0.00229
3.604,3.86392,0.00229
3.605,3.86426,0.00229
3.606,3.86461,0.00228
3.607,3.86495,0.00227
3.608,3.8653,0.00227
3.609,3.86564,0.00227
3.61,3.86598,0.00226
3.611,3.86632,0.00225
3.612,3.86667,0.00225
3.613,3.86701,0.00225
3.614,3.86736,0.00225
3.615,3.8677,0.00224
3.616,3.86804,0.00224
3.617,3.86838,0.00224
3.618,3.86873,0.00223
3.619,3.86907,0.00222
3.62,3.86941,0.00222
3.621,3.86976,0.00222
3.622,3.8701,0.00221
3.623,3.87044,0.0022
3.624,3.87078,0.0022
3.625,3.87112,0.0022
3.626,3.87147,0.00219
3.627,3.87181,0.00218
3.628,3.87215,0.00218
3.629,3.87249,0.00218
3.63,3.87283,0.00218
3.631,3.87317,0.00217
3.632,3.87352,0.00217
3.633,3.87386,0.00217
3.634,3.8742,0.00216
3.635,3.87454,0.00215
3.636,3.87488,0.00215
3.637,3.87522,0.00215
3.638,3.87556,0.00214
3.639,3.8759,0.00213
3.64,3.87624,0.00213
3.641,3.87658,0.00213
3.642,3.87692,0.00213
3.643,3.87726,0.00212
3.644,3.8776,0.00212
3.645,3.87794,0.00212
3.646,3.87828,0.00211
3.647,3.87862,0.0021
3.648,3.87896,0.0021
3.649,3.8793,0.0021
3.65,3.87964,0.00209
3.651,3.87998,0.00208
3.652,3.88032,0.00208
3.653,3.88066,0.00208
3.654,3.881,0.00207
3.655,3.88134,0.00206
3.656,3.88168,0.00206
3.657,3.88201,0.00206
3.658,3.88235,0.00206
3.659,3.88269,0.00205
3.66,3.88303,0.00205
3.661,3.88337,0.00205
3.662,3.88371,0.00204
3.663,3.88404,0.00203
3.664,3.88438,0.00203
3.665,3.88472,0.00203
3.666,3.88506,0.00202
3.667,3.8854,0.00201
3.668,3.88573,0.00201
3.669,3.88607,0.00201
3.67,3.88641,0.002
3.671,3.88674,0.00199
3.672,3.88708,0.00199
3.673,3.88742,0.00199
3.674,3.88776,0.00199
3.675,3.88809,0.00198
3.676,3.88843,0.00198
3.677,3.88877,0.00198
3.678,3.8891,0.00197
3.679,3.88944,0.00196
3.68,3.88978,0.00196
3.681,3.89011,0.00196
3.682,3.89045,0.00195
3.683,3.89078,0.00194
3.684,3.89112,0.00194
3.685,3.89145,0.00194
3.686,3.89179,0.00194
3.687,3.89212,0.00193
3.688,3.89246,0.00193
3.689,3.8928,0.00193
3.69,3.89313,0.00192
3.691,3.89346,0.00191
3.692,3.8938,0.00191
3.693,3.89414,0.00191
3.694,3.89447,0.0019
3.695,3.89481,0.00189
3.696,3.89514,0.00189
3.697,3.89547,0.00189
3.698,3.89581,0.00188
3.699,3.89614,0.00187
3.7,3.89648,0.00187
3.701,3.89681,0.00187
3.702,3.89714,0.00187
3.703,3.89748,0.00186
3.704,3.89781,0.00186
3.705,3.89814,0.00186
3.706,3.89848,0.00185
3.707,3.89881,0.00184
3.708,3.89914,0.00184
3.709,3.89948,0.00184
3.71,3.89981,0.00183
3.711,3.90014,0.00182
3.712,3.90048,0.00182
3.713,3.90081,0.00182
3.714,3.90114,0.00182
3.715,3.90147,0.00181
3.716,3.9018,0.00181
3.717,3.90214,0.00181
3.718,3.90247,0.0018
3.719,3.9028,0.0018
3.72,3.90314,0.00179
3.721,3.90347,0.00179
3.722,3.9038,0.00178
3.723,3.90413,0.00178
3.724,3.90446,0.00177
3.725,3.90479,0.00177
3.726,3.90512,0.00176
3.727,3.90545,0.00176
3.728,3.90578,0.00175
3.729,3.90612,0.00175
3.73,3.90645,0.00175
3.731,3.90678,0.00174
3.732,3.90711,0.00174
3.733,3.90744,0.00174
3.734,3.90777,0.00173
3.735,3.9081,0.00173
3.736,3.90843,0.00172
3.737,3.90876,0.00172
3.738,3.90909,0.00171
3.739,3.90942,0.00171
3.74,3.90975,0.0017
3.741,3.91008,0.0017
3.742,3.91041,0.00169
3.743,3.91074,0.00169
3.744,3.91107,0.00168
3.745,3.9114,0.00168
3.746,3.91173,0.00168
3.747,3.91206,0.00167
3.748,3.91238,0.00167
3.749,3.91271,0.00166
3.75,3.91304,0.00166
3.751,3.91337,0.00166
3.752,3.9137,0.00165
3.753,3.91403,0.00164
3.754,3.91436,0.00164
3.755,3.91468,0.00163
3.756,3.91501,0.00163
3.757,3.91534,0.00163
3.758,3.91567,0.00162
3.759,3.916,0.00162
3.76,3.91632,0.00162
3.761,3.91665,0.00161
3.762,3.91698,0.00161
3.763,3.91731,0.0016
3.764,3.91764,0.0016
3.765,3.91796,0.00159
3.766,3.91829,0.00159
3.767,3.91862,0.00158
3.768,3.91894,0.00158
3.769,3.91927,0.00157
3.77,3.9196,0.00157
3.771,3.91992,0.00156
3.772,3.92025,0.00156
3.773,3.92058,0.00156
3.774,3.9209,0.00155
3.775,3.92123,0.00155
3.776,3.92155,0.00155
3.777,3.92188,0.00154
3.778,3.92221,0.00154
3.779,3.92253,0.00153
3.78,3.92286,0.00153
3.781,3.92318,0.00152
3.782,3.92351,0.00152
3.783,3.92383,0.00151
3.784,3.92416,0.00151
3.785,3.92448,0.0015
3.786,3.92481,0.0015
3.787,3.92513,0.00149
3.788,3.92546,0.00149
3.789,3.92578,0.00149
3.79,3.92611,0.00148
3.791,3.92643,0.00148
3.792,3.92676,0.00148
3.793,3.92708,0.00147
3.794,3.9274,0.00147
3.795,3.92773,0.00146
3.796,3.92805,0.00146
3.797,3.92838,0.00145
3.798,3.9287,0.00145
3.799,3.92902,0.00144
3.8,3.92934,0.00144
3.801,3.92967,0.00144
3.802,3.92999,0.00143
3.803,3.93032,0.00143
3.804,3.93064,0.00143
3.805,3.93096,0.00142
3.806,3.93128,0.00142
3.807,3.93161,0.00141
3.808,3.93193,0.00141
3.809,3.93225,0.0014
3.81,3.93258,0.0014
3.811,3.9329,0.00139
3.812,3.93322,0.00139
3.813,3.93354,0.00138
3.814,3.93386,0.00138
3.815,3.93419,0.00137
3.816,3.93451,0.00137
3.817,3.93483,0.00137
3.818,3.93515,0.00136
3.819,3.93547,0.00136
3.82,3.93579,0.00136
3.821,3.93611,0.00135
3.822,3.93644,0.00135
3.823,3.93676,0.00134
3.824,3.93708,0.00134
3.825,3.9374,0.00133
3.826,3.93772,0.00133
3.827,3.93804,0.00132
3.828,3.93836,0.00132
3.829,3.93868,0.00131
3.83,3.939,0.00131
3.831,3.93932,0.0013
3.832,3.93964,0.0013
3.833,3.93996,0.0013
3.834,3.94028,0.00129
3.835,3.9406,0.00129
3.836,3.94092,0.00129
3.837,3.94124,0.00128
3.838,3.94156,0.00128
3.839,3.94188,0.00127
3.84,3.9422,0.00127
3.841,3.94252,0.00126
3.842,3.94284,0.00126
3.843,3.94316,0.00125
3.844,3.94348,0.00125
3.845,3.94379,0.00124
3.846,3.94411,0.00124
3.847,3.94443,0.00123
3.848,3.94475,0.00123
3.849,3.94507,0.00123
3.85,3.94539,0.00122
3.851,3.9457,0.00122
3.852,3.94602,0.00122
3.853,3.94634,0.00121
3.854,3.94666,0.00121
3.855,3.94698,0.0012
3.856,3.94729,0.0012
3.857,3.94761,0.00119
3.858,3.94793,0.00119
3.859,3.94824,0.00118
3.86,3.94856,0.00118
3.861,3.94888,0.00118
3.862,3.9492,0.00117
3.863,3.94951,0.00117
3.864,3.94983,0.00117
3.865,3.95015,0.00116
3.866,3.95046,0.00116
3.867,3.95078,0.00115
3.868,3.9511,0.00115
3.869,3.95141,0.00114
3.87,3.95173,0.00114
3.871,3.95205,0.00113
3.872,3.95236,0.00113
3.873,3.95268,0.00112
3.874,3.95299,0.00112
3.875,3.95331,0.00111
3.876,3.95362,0.00111
3.877,3.95394,0.00111
3.878,3.95426,0.0011
3.879,3.95457,0.0011
3.88,3.95488,0.0011
3.881,3.9552,0.00109
3.882,3.95552,0.00109
3.883,3.95583,0.00108
3.884,3.95614,0.00108
3.885,3.95646,0.00107
3.886,3.95677,0.00107
3.887,3.95709,0.00106
3.888,3.9574,0.00106
3.889,3.95772,0.00105
3.89,3.95803,0.00105
3.891,3.95834,0.00104
3.892,3.95866,0.00104
3.893,3.95897,0.00104
3.894,3.95929,0.00103
3.895,3.9596,0.00103
3.896,3.95991,0.00103
3.897,3.96023,0.00102
3.898,3.96054,0.00102
3.899,3.96085,0.00101
3.9,3.96116,0.00101
3.901,3.96148,0.001
3.902,3.96179,0.001
3.903,3.9621,0.00099
3.904,3.96242,0.00099
3.905,2.97181,0.00098
3.906,1.98121,0.00098
3.907,0.9906,0.00097
3.908,0,0.00097
3.909,0,0
3.91,0,0
3.911,0,0
3.912,0,0
3.913,0,0
3.914,0,0
3.915,0,0
3.916,0,0
3.917,0,0
3.918,0,0
3.919,0,0
3.92,0,0
3.921,0,0
3.922,0,0
3.923,0,0
3.924,0,0
3.925,0,0
3.926,0,0
3.927,0,0
3.928,0,0
3.929,0,0
3.93,0,0
3.931,0,0
3.932,0,0
3.933,0,0
3.934,0,0
3.935,0,0
3.936,0,0
3.937,0,0
3.938,0,0
3.939,0,0
3.94,0,0
3.941,0,0
3.942,0,0
3.943,0,0
3.944,0,0
3.945,0,0
3.946,0,0
3.947,0,0
3.948,0,0
3.949,0,0
3.95,0,0
3.951,0,0
3.952,0,0
3.953,0,0
3.954,0,0
3.955,0,0
3.956,0,0
3.957,0,0
3.958,0,0
3.959,0,0
3.96,0,0
3.961,0,0
3.962,0,0
3.963,0,0
3.964,0,0
3.965,0,0
3.966,0,0
3.967,0,0
3.968,0,0
3.969,0,0
3.97,0,0
3.971,0,0
3.972,0,0
3.973,0,0
3.974,0,0
3.975,0,0
3.976,0,0
3.977,0,0
3.978,0,0
3.979,0,0
3.98,0,0
3.981,0,0
3.982,0,0
3.983,0,0
3.984,0,0
3.985,0,0
3.986,0,0
3.987,0,0
3.988,0,0
3.989,0,0
3.99,0,0
3.991,0,0
3.992,0,0
3.993,0,0
3.994,0,0
3.995,0,0
3.996,0,0
3.997,0,0
3.998,0,0
3.999,0,0
4,0,0
4.001,0,0